-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void cutlass::device_kernel<flash::FlashAttnFwdCombi...         0.00%       0.000us         0.00%       0.000us       0.000us      81.937ms         1.41%      81.937ms       2.373us         34524  
                  triton_red_fused_fused_add_rms_norm_2         0.00%       0.000us         0.00%       0.000us       0.000us      79.777ms         1.38%      79.777ms       2.299us         34704  
                  triton_red_fused_fused_add_rms_norm_0         0.00%       0.000us         0.00%       0.000us       0.000us      73.906ms         1.27%      73.906ms       2.130us         34704  
                                     triton_poi_fused_5         0.00%       0.000us         0.00%       0.000us       0.000us      73.104ms         1.26%      73.104ms       2.167us         33740  
                      triton_poi_fused_mul_silu_slice_1         0.00%       0.000us         0.00%       0.000us       0.000us      64.840ms         1.12%      64.840ms       1.868us         34704  
                                            aten::copy_         2.02%      94.155ms         5.85%     272.619ms      12.829us      50.015ms         0.86%      52.069ms       2.450us         21251  
                                     triton_red_fused_3         0.00%       0.000us         0.00%       0.000us       0.000us      47.484ms         0.82%      47.484ms       1.407us         33740  
                 execute_context_0(0)_generation_14(14)         0.00%       0.000us         0.00%       0.000us       0.000us      36.285ms         0.63%      36.285ms       6.047ms             6  
                 nvjet_sm90_tst_192x8_64x8_2x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us      35.683ms         0.62%      35.683ms      49.559us           720  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      27.730ms         0.48%      27.730ms       4.099us          6765  
               execute_context_1(533)_generation_15(15)         0.00%       0.000us         0.00%       0.000us       0.000us      26.845ms         0.46%      26.845ms      26.845ms             1  
              execute_context_2(1073)_generation_14(14)         0.00%       0.000us         0.00%       0.000us       0.000us      26.740ms         0.46%      26.740ms      26.740ms             1  
               execute_context_1(534)_generation_14(14)         0.00%       0.000us         0.00%       0.000us       0.000us      26.342ms         0.45%      26.342ms      26.342ms             1  
         nvjet_sm90_tst_128x8_64x12_4x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us      20.053ms         0.35%      20.053ms      27.851us           720  
         nvjet_sm90_tst_128x272_64x4_2x1_v_bz_coopA_TNT         0.00%       0.000us         0.00%       0.000us       0.000us      16.183ms         0.28%      16.183ms     149.840us           108  
                                       _vllm_fa3_C::fwd         0.07%       3.060ms         0.17%       7.828ms      43.491us      14.513ms         0.25%      14.656ms      81.420us           180  
void cutlass::device_kernel<flash::enable_sm90_or_la...         0.00%       0.000us         0.00%       0.000us       0.000us      14.513ms         0.25%      14.513ms      80.629us           180  
                 execute_context_0(0)_generation_15(15)         0.00%       0.000us         0.00%       0.000us       0.000us      12.181ms         0.21%      12.181ms       6.090ms             2  
                                           aten::argmax         0.33%      15.235ms         0.54%      25.130ms      26.068us      11.412ms         0.20%      11.412ms      11.838us           964  
                 nvjet_sm90_tst_64x8_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us      11.155ms         0.19%      11.155ms      15.494us           720  
         nvjet_sm90_tst_192x192_64x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us      10.845ms         0.19%      10.845ms     150.627us            72  
                      triton_poi_fused_mul_silu_slice_1         0.04%       1.910ms         0.06%       2.587ms      14.374us      10.506ms         0.18%      10.506ms      58.366us           180  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      10.433ms         0.18%      10.433ms      10.823us           964  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       8.166ms         0.14%       8.166ms       8.471us           964  
          nvjet_sm90_tst_64x8_64x16_2x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       7.842ms         0.14%       7.842ms      10.892us           720  
                                     aten::index_select         0.21%       9.705ms         0.41%      19.156ms       9.936us       7.278ms         0.13%       7.354ms       3.814us          1928  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       7.278ms         0.13%       7.278ms       7.589us           959  
               nvjet_sm90_tst_128x144_64x6_1x2_h_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       7.033ms         0.12%       7.033ms      48.838us           144  
                 nvjet_sm90_tst_384x8_64x4_2x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       5.905ms         0.10%       5.905ms     295.225us            20  
                  triton_red_fused_fused_add_rms_norm_2         0.05%       2.208ms         0.06%       2.847ms      15.818us       5.875ms         0.10%       5.875ms      32.637us           180  
                  _C_cache_ops::reshape_and_cache_flash         0.02%       1.045ms         0.05%       2.365ms      13.140us       5.756ms         0.10%       5.756ms      31.976us           180  
                                   cudaEventSynchronize        43.97%        2.049s        43.97%        2.049s     708.406us       5.162ms         0.09%       5.162ms       1.785us          2892  
                                  cudaStreamIsCapturing         0.12%       5.554ms         0.12%       5.554ms       0.442us       4.912ms         0.08%       4.912ms       0.391us         12556  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       4.305ms         0.07%       4.305ms       0.894us          4814  
                  triton_red_fused_fused_add_rms_norm_0         0.06%       2.723ms         0.08%       3.518ms      19.546us       3.887ms         0.07%       3.887ms      21.594us           180  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       3.701ms         0.06%       3.701ms       1.280us          2892  
                                     triton_poi_fused_0         0.00%       0.000us         0.00%       0.000us       0.000us       3.599ms         0.06%       3.599ms       3.733us           964  
                                     triton_poi_fused_5         0.05%       2.317ms         0.06%       2.882ms      16.471us       3.187ms         0.05%       3.187ms      18.211us           175  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us       3.061ms         0.05%       3.061ms       3.176us           964  
                                            aten::index         0.61%      28.219ms         1.59%      73.892ms      38.207us       2.937ms         0.05%       4.357ms       2.253us          1934  
         nvjet_sm90_tst_192x144_64x5_1x2_h_bz_coopB_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       2.797ms         0.05%       2.797ms      38.841us            72  
                                        cudaGraphLaunch         9.40%     437.898ms        10.18%     474.345ms     494.624us       2.731ms         0.05%       2.733ms       2.850us           959  
         nvjet_sm90_tst_256x104_64x4_2x1_v_bz_coopA_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       2.719ms         0.05%       2.719ms      75.522us            36  
                           _compute_slot_mapping_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       2.484ms         0.04%       2.484ms       2.577us           964  
                                            aten::fill_         0.40%      18.853ms         0.88%      40.943ms       6.865us       2.481ms         0.04%       2.482ms       0.416us          5964  
                                        cudaEventRecord         0.05%       2.406ms         0.05%       2.406ms       1.248us       2.459ms         0.04%       2.459ms       1.275us          1928  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       2.315ms         0.04%       2.315ms       0.996us          2324  
                                     triton_poi_fused_3         0.00%       0.000us         0.00%       0.000us       0.000us       2.222ms         0.04%       2.222ms       2.305us           964  
                                              aten::add         0.29%      13.490ms         0.45%      21.156ms       7.315us       2.048ms         0.04%       2.048ms       0.708us          2892  
                                     triton_red_fused_1         0.00%       0.000us         0.00%       0.000us       0.000us       1.966ms         0.03%       1.966ms       2.039us           964  
                    _vllm_fa3_C::get_scheduler_metadata         0.17%       8.040ms         0.48%      22.283ms      23.116us       1.725ms         0.03%       1.725ms       1.789us           964  
void flash::prepare_varlen_num_blocks_kernel<1, fals...         0.00%       0.000us         0.00%       0.000us       0.000us       1.725ms         0.03%       1.725ms       1.789us           964  
                                    cudaStreamWaitEvent         0.03%       1.255ms         0.03%       1.255ms       1.302us       1.701ms         0.03%       1.701ms       1.764us           964  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.694ms         0.03%       1.694ms       0.812us          2087  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.619ms         0.03%       1.619ms       1.669us           970  
                                     triton_red_fused_3         0.04%       1.816ms         0.05%       2.410ms      13.773us       1.580ms         0.03%       1.580ms       9.029us           175  
                                     triton_red_fused_2         0.00%       0.000us         0.00%       0.000us       0.000us       1.504ms         0.03%       1.504ms       1.561us           964  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us       1.394ms         0.02%       1.394ms       1.439us           969  
                               cudaEventRecordWithFlags         0.05%       2.530ms         0.05%       2.530ms       1.304us       1.269ms         0.02%       1.269ms       0.654us          1940  
                                       cuLaunchKernelEx         0.29%      13.649ms         0.33%      15.450ms       5.834us       1.057ms         0.02%       1.357ms       0.512us          2648  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.035ms         0.02%       1.035ms       1.074us           964  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.025ms         0.02%       1.025ms       1.063us           964  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.023ms         0.02%       1.023ms       1.061us           964  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.013ms         0.02%       1.013ms       1.050us           964  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       1.003ms         0.02%       1.003ms       1.041us           964  
       triton_poi_fused_copy_index_select_slice_split_4         0.04%       1.717ms         0.05%       2.317ms      13.242us     918.135us         0.02%     918.135us       5.246us           175  
                                              aten::sub         0.16%       7.409ms         0.25%      11.515ms      11.945us     769.124us         0.01%     769.124us       0.798us           964  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     769.124us         0.01%     769.124us       0.798us           964  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     757.468us         0.01%     757.468us       0.783us           967  
                                Activity Buffer Request         1.18%      54.901ms         1.20%      55.765ms       1.743ms     341.600us         0.01%     672.826us      21.026us            32  
                                     triton_poi_fused_3         0.00%     117.303us         0.00%     148.889us      29.778us      87.872us         0.00%      87.872us      17.574us             5  
                                     triton_red_fused_1         0.00%      60.182us         0.00%      89.303us      17.861us      83.967us         0.00%      83.967us      16.793us             5  
                                           aten::gather         0.00%      58.216us         0.00%      84.544us      16.909us      75.777us         0.00%      75.777us      15.155us             5  
                                     triton_red_fused_2         0.00%      95.843us         0.00%     125.957us      25.191us      44.928us         0.00%      44.928us       8.986us             5  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      24.160us         0.00%      24.160us       0.929us            26  
                                     triton_poi_fused_0         0.00%     154.520us         0.00%     213.628us      42.726us      22.688us         0.00%      22.688us       4.538us             5  
                                           Buffer Flush         0.17%       7.826ms         0.17%       7.854ms     218.172us      16.895us         0.00%      16.895us       0.469us            36  
                                         aten::scatter_         0.00%      66.508us         0.00%     105.188us      17.531us       9.088us         0.00%       9.088us       1.515us             6  
void at::native::_scatter_gather_elementwise_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us       9.088us         0.00%       9.088us       1.515us             6  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us       4.512us         0.00%       4.512us       0.752us             6  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.408us         0.00%       1.408us       0.704us             2  
                 execute_context_0(0)_generation_16(16)        27.61%        1.287s        48.96%        2.281s       2.450ms       0.000us         0.00%     340.807ms     366.065us           931  
                                            aten::slice         1.38%      64.115ms         1.71%      79.716ms       1.633us       0.000us         0.00%       0.000us       0.000us         48809  
                                       aten::as_strided         0.43%      20.130ms         0.43%      20.130ms       0.354us       0.000us         0.00%       0.000us       0.000us         56850  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 4.660s
Self CUDA time total: 5.800s

